Date,Price,Last_Month_Price,Last_2M_Price,Last_3M_Price,Last_4M_Price,Last_5M_Price,USDtoNaira,CPI,state_roll,st_label,comm_label
2021-03-01,189.2,190.1754386,205.4385965,200.1036415,202.6666667,205.8585859,381.0,372.5137088,237.45342813074944,1,0
2021-04-01,184.4444444,189.2,190.1754386,205.4385965,200.1036415,202.6666667,381.0,376.1386376,237.45342813074944,1,0
2021-05-01,177.7777778,184.4444444,189.2,190.1754386,205.4385965,200.1036415,411.3088235,379.9397737,237.45342813074944,1,0
2021-06-01,180.092,177.7777778,184.4444444,189.2,190.1754386,205.4385965,411.2966667,383.9552663,237.45342813074944,1,0
2021-07-01,186.6666667,180.092,177.7777778,184.4444444,189.2,190.1754386,411.3855,387.5075791,237.45342813074944,1,0
2021-08-01,182.9464286,186.6666667,180.092,177.7777778,184.4444444,189.2,411.4913636,391.4794298,237.45342813074944,1,0
2021-09-01,183.25,182.9464286,186.6666667,180.092,177.7777778,184.4444444,410.017,395.9776796,237.45342813074944,1,0
2021-10-01,184.25,183.25,182.9464286,186.6666667,180.092,177.7777778,410.413,399.8659163,237.45342813074944,1,0
2021-11-01,183.3284213,184.25,183.25,182.9464286,186.6666667,180.092,410.805,404.1797325,237.45342813074944,1,0
2021-12-01,188.6792453,183.3284213,184.25,183.25,182.9464286,186.6666667,411.133,411.5232955,237.45342813074944,1,0
2022-01-01,190.57,188.6792453,183.3284213,184.25,183.25,182.9464286,414.535,417.5844747,237.45342813074944,1,0
2022-02-01,191.24,190.57,188.6792453,183.3284213,184.25,183.25,416.149,424.3941921,237.45342813074944,1,0
2022-03-01,198.53,191.24,190.57,188.6792453,183.3284213,184.25,415.832,431.7998361,237.45342813074944,1,0
2022-04-01,199.52,198.53,191.24,190.57,188.6792453,183.3284213,415.388,439.4006891,237.45342813074944,1,0
2022-05-01,200.62,199.52,198.53,191.24,190.57,188.6792453,415.088,447.233944,237.45342813074944,1,0
2022-06-01,227.66,200.62,199.52,198.53,191.24,190.57,415.013,455.3541125,237.45342813074944,1,0
2022-07-01,257.2329266,227.66,200.62,199.52,198.53,191.24,414.8171373,463.6257711,237.45342813074944,1,0
2022-08-01,252.1428571,257.2329266,227.66,200.62,199.52,198.53,418.864348,471.8299642,237.45342813074944,1,0
2022-09-01,255.3188527,252.1428571,257.2329266,227.66,200.62,199.52,431.540009,478.2368481,237.45342813074944,1,0
2022-10-01,282.1428571,255.3188527,252.1428571,257.2329266,227.66,200.62,437.5,484.1861024,237.45342813074944,1,0
2022-11-01,291.0021429,282.1428571,255.3188527,252.1428571,257.2329266,227.66,443.440002,490.9394947,237.45342813074944,1,0
2022-12-01,286.1904762,291.0021429,282.1428571,255.3188527,252.1428571,257.2329266,447.579987,499.3579821,237.45342813074944,1,0
2023-01-01,276.1904762,286.1904762,291.0021429,282.1428571,255.3188527,252.1428571,459.910004,508.6860606,237.45342813074944,1,0
2023-02-01,265.8864144,276.1904762,286.1904762,291.0021429,282.1428571,255.3188527,459.910004,517.3778286,237.45342813074944,1,0
2023-03-01,262.97619047619,265.8864144,276.1904762,286.1904762,291.0021429,282.1428571,458.67826086956507,526.9826585,237.45342813074944,1,0
2023-04-01,267.914786967419,262.97619047619,265.8864144,276.1904762,286.1904762,291.0021429,460.805,526.9826585,237.45342813074944,1,0
2023-05-01,284.16666666667,267.914786967419,262.97619047619,265.8864144,276.1904762,286.1904762,460.0230435,537.04539354575,237.45342813074944,1,0
2023-06-01 00:00:00,284.16666666667,284.16666666667,267.914786967419,262.97619047619,265.8864144,276.1904762,602.1177272727273,559.1269878609405,237.45342813074944,1,0
2023-07-01 00:00:00,343.921568627451,284.16666666667,284.16666666667,267.914786967419,262.97619047619,265.8864144,779.3080952380952,575.2647925243876,237.45342813074944,1,0
2023-08-01 00:00:00,350.555555555556,343.921568627451,284.16666666667,284.16666666667,267.914786967419,262.97619047619,765.3278260869565,593.5519052286753,237.45342813074944,1,0
2017-01-01,232.8716667,232.8716667,232.8716667,232.8716667,232.8716667,232.8716667,305.202381,215.7212349,561.8510964150425,2,0
2017-02-01,237.2733333,232.8716667,232.8716667,232.8716667,232.8716667,232.8716667,305.3125,218.9453781,561.8510964150425,2,0
2017-03-01,239.65,237.2733333,232.8716667,232.8716667,232.8716667,232.8716667,306.4021739,222.7093311,561.8510964150425,2,0
2017-04-01,247.88,239.65,237.2733333,232.8716667,232.8716667,232.8716667,306.0527778,226.2745996,561.8510964150425,2,0
2017-05-01,256.3723453,247.88,239.65,237.2733333,232.8716667,232.8716667,305.5380952,230.531627,561.8510964150425,2,0
2017-06-01,258.0,256.3723453,247.88,239.65,237.2733333,232.8716667,305.715,234.174865,561.8510964150425,2,0
2017-07-01,259.55,258.0,256.3723453,247.88,239.65,237.2733333,305.8619048,237.0157036,561.8510964150425,2,0
2017-08-01,258.335,259.55,258.0,256.3723453,247.88,239.65,305.6673913,239.3154733,561.8510964150425,2,0
2017-09-01,240.2380952,258.335,259.55,258.0,256.3723453,247.88,305.8868421,241.1936732,561.8510964150425,2,0
2017-10-01,238.55,240.2380952,258.335,259.55,258.0,256.3723453,305.6238095,243.0312494,561.8510964150425,2,0
2017-11-01,233.7633333,238.55,240.2380952,258.335,259.55,258.0,305.9045455,244.9308995,561.8510964150425,2,0
2017-12-01,224.6969697,233.7633333,238.55,240.2380952,258.335,259.55,306.3138889,246.3839965,561.8510964150425,2,0
2018-01-01,234.8484848,224.6969697,233.7633333,238.55,240.2380952,258.335,305.7772727,248.3528303,561.8510964150425,2,0
2018-02-01,392.2222222,234.8484848,224.6969697,233.7633333,238.55,240.2380952,305.895,250.3194042,561.8510964150425,2,0
2018-03-01,343.9393939,392.2222222,234.8484848,224.6969697,233.7633333,238.55,305.7428571,252.4124672,561.8510964150425,2,0
2018-04-01,361.1111111,343.9393939,392.2222222,234.8484848,224.6969697,233.7633333,305.61,254.5189632,561.8510964150425,2,0
2018-05-01,369.9334664,361.1111111,343.9393939,392.2222222,234.8484848,224.6969697,305.8261905,257.2913642,561.8510964150425,2,0
2018-06-01,370.1184331,369.9334664,361.1111111,343.9393939,392.2222222,234.8484848,305.8710526,260.4745916,561.8510964150425,2,0
2018-07-01,364.3076923,370.1184331,369.9334664,361.1111111,343.9393939,392.2222222,305.8142857,263.4235939,561.8510964150425,2,0
2018-08-01,364.8888889,364.3076923,370.1184331,369.9334664,361.1111111,343.9393939,306.0571429,266.1844641,561.8510964150425,2,0
2018-09-01,338.0952381,364.8888889,364.3076923,370.1184331,369.9334664,361.1111111,306.2725,268.4104999,561.8510964150425,2,0
2018-10-01,343.4065934,338.0952381,364.8888889,364.3076923,370.1184331,369.9334664,306.505,270.3948832,561.8510964150425,2,0
2018-11-01,438.0952381,343.4065934,338.0952381,364.8888889,364.3076923,370.1184331,306.7119048,272.5607887,561.8510964150425,2,0
2018-12-01,475.0,438.0952381,343.4065934,338.0952381,364.8888889,364.3076923,306.9210526,274.574744,561.8510964150425,2,0
2019-01-01,473.4065934,475.0,438.0952381,343.4065934,338.0952381,364.8888889,306.8454545,276.6006882,561.8510964150425,2,0
2019-02-01,453.3333333,473.4065934,475.0,438.0952381,343.4065934,338.0952381,306.7681818,278.6201478,561.8510964150425,2,0
2019-03-01,493.4065934,453.3333333,473.4065934,475.0,438.0952381,343.4065934,306.9238095,280.8117714,561.8510964150425,2,0
2019-04-01,484.2857143,493.4065934,453.3333333,473.4065934,475.0,438.0952381,306.9625,283.4630328,561.8510964150425,2,0
2019-05-01,476.1080586,484.2857143,493.4065934,453.3333333,473.4065934,475.0,306.95,286.6133295,561.8510964150425,2,0
2019-06-01,432.5,476.1080586,484.2857143,493.4065934,453.3333333,473.4065934,306.9470588,289.6928494,561.8510964150425,2,0
2019-07-01,381.7307692,432.5,476.1080586,484.2857143,493.4065934,453.3333333,306.9369565,292.6226689,561.8510964150425,2,0
2019-08-01,428.57,381.7307692,432.5,476.1080586,484.2857143,493.4065934,306.9325,295.5071035,561.8510964150425,2,0
2019-09-01,413.362069,428.57,381.7307692,432.5,476.1080586,484.2857143,306.9190476,298.5899183,561.8510964150425,2,0
2019-10-01,391.0785714,413.362069,428.57,381.7307692,432.5,476.1080586,306.9636364,301.779567,561.8510964150425,2,0
2019-11-01,406.25,391.0785714,413.362069,428.57,381.7307692,432.5,306.9522727,304.8688302,561.8510964150425,2,0
2019-12-01,437.46,406.25,391.0785714,413.362069,428.57,381.7307692,306.95,307.4731072,561.8510964150425,2,0
2020-01-01,431.4539119,437.46,406.25,391.0785714,413.362069,428.57,306.9590909,310.1587294,561.8510964150425,2,0
2020-02-01,481.628128,431.4539119,437.46,406.25,391.0785714,413.362069,306.955,312.6077199,561.8510964150425,2,0
2020-03-01,451.7872604,481.628128,431.4539119,437.46,406.25,391.0785714,326.625,315.2317824,561.8510964150425,2,0
2020-04-01,488.5185185,451.7872604,481.628128,431.4539119,437.46,406.25,361.0,318.4465236,561.8510964150425,2,0
2020-05-01,500.968254,488.5185185,451.7872604,481.628128,431.4539119,437.46,361.0,322.1655599,561.8510964150425,2,0
2020-06-01,544.4444444,500.968254,488.5185185,451.7872604,481.628128,431.4539119,361.0,326.0745623,561.8510964150425,2,0
2020-07-01,565.413728,544.4444444,500.968254,488.5185185,451.7872604,481.628128,377.1904762,330.1389947,561.8510964150425,2,0
2020-08-01,573.8565782,565.413728,544.4444444,500.968254,488.5185185,451.7872604,381.0,334.5717051,561.8510964150425,2,0
2020-09-01,600.7857143,573.8565782,565.413728,544.4444444,500.968254,488.5185185,381.0,339.5165313,561.8510964150425,2,0
2020-10-01,639.1156463,600.7857143,573.8565782,565.413728,544.4444444,500.968254,381.0,344.7310764,561.8510964150425,2,0
2020-11-01,652.8,639.1156463,600.7857143,573.8565782,565.413728,544.4444444,381.0,350.2554476,561.8510964150425,2,0
2020-12-01,656.25,652.8,639.1156463,600.7857143,573.8565782,565.413728,381.0,355.9105346,561.8510964150425,2,0
2021-01-01,672.5461613,656.25,652.8,639.1156463,600.7857143,573.8565782,381.0,361.230543,561.8510964150425,2,0
2021-02-01,496.49,672.5461613,656.25,652.8,639.1156463,600.7857143,381.0,366.797944,561.8510964150425,2,0
2021-03-01,437.4787415,496.49,672.5461613,656.25,652.8,639.1156463,381.0,372.5137088,561.8510964150425,2,0
2021-04-01,450.0,437.4787415,496.49,672.5461613,656.25,652.8,381.0,376.1386376,561.8510964150425,2,0
2021-05-01,485.7142857,450.0,437.4787415,496.49,672.5461613,656.25,411.3088235,379.9397737,561.8510964150425,2,0
2021-06-01,767.7842857,485.7142857,450.0,437.4787415,496.49,672.5461613,411.2966667,383.9552663,561.8510964150425,2,0
2021-07-01,797.6190476,767.7842857,485.7142857,450.0,437.4787415,496.49,411.3855,387.5075791,561.8510964150425,2,0
2021-08-01,663.6363636,797.6190476,767.7842857,485.7142857,450.0,437.4787415,411.4913636,391.4794298,561.8510964150425,2,0
2021-09-01,748.2804233,663.6363636,797.6190476,767.7842857,485.7142857,450.0,410.017,395.9776796,561.8510964150425,2,0
2021-10-01,730.0,748.2804233,663.6363636,797.6190476,767.7842857,485.7142857,410.413,399.8659163,561.8510964150425,2,0
2021-11-01,734.0277778,730.0,748.2804233,663.6363636,797.6190476,767.7842857,410.805,404.1797325,561.8510964150425,2,0
2021-12-01,790.0,734.0277778,730.0,748.2804233,663.6363636,797.6190476,411.133,411.5232955,561.8510964150425,2,0
2022-01-01,811.03,790.0,734.0277778,730.0,748.2804233,663.6363636,414.535,417.5844747,561.8510964150425,2,0
