Date,Close
2019-04-09,69.552498
2019-04-10,69.261803
2019-04-11,69.140198
2019-04-12,69.43
2019-04-15,69.16100300000001
2019-04-16,69.809998
2019-04-17,69.885002
2019-04-18,69.40100100000001
2019-04-19,69.380997
2019-04-22,69.360001
2019-04-23,70.0625
2019-04-24,69.758003
2019-04-25,70.095802
2019-04-26,70.160004
2019-04-29,69.842003
2019-04-30,69.811798
2019-05-01,69.556
2019-05-02,69.632896
2019-05-03,69.4244
2019-05-06,69.167999
2019-05-07,69.400299
2019-05-08,69.910004
2019-05-09,70.010002
2019-05-10,70.410004
2019-05-13,69.922501
2019-05-14,70.616997
2019-05-15,70.306999
2019-05-16,70.209198
2019-05-17,70.235001
2019-05-20,70.281502
2019-05-21,70.127502
2019-05-22,
2019-05-23,69.972504
2019-05-24,69.945
2019-05-27,69.360001
2019-05-28,69.720001
2019-05-29,69.875
2019-05-30,69.815002
2019-05-31,69.980003
2019-06-03,69.569603
2019-06-04,69.16190300000001
2019-06-05,69.559998
2019-06-06,69.625
2019-06-07,69.360001
2019-06-10,69.345001
2019-06-11,69.523499
2019-06-12,69.38649699999999
2019-06-13,69.699997
2019-06-14,69.800003
2019-06-17,69.7705
2019-06-18,70.112503
2019-06-19,69.764999
2019-06-20,69.870003
2019-06-21,69.779999
2019-06-24,69.569901
2019-06-25,69.602501
2019-06-26,69.637497
2019-06-27,69.602501
2019-06-28,69.324997
2019-07-01,68.940498
2019-07-02,69.167503
2019-07-03,69.082497
2019-07-04,69.0075
2019-07-05,68.739998
2019-07-08,68.440002
2019-07-09,68.849998
2019-07-10,68.764999
2019-07-11,68.367599
2019-07-12,68.66999799999999
2019-07-15,68.550301
2019-07-16,68.747498
2019-07-17,68.894997
2019-07-18,68.78600300000001
2019-07-19,68.849998
2019-07-22,68.83000200000001
2019-07-23,69.160004
2019-07-24,69.019997
2019-07-25,69.184998
2019-07-26,69.150497
2019-07-29,68.870003
2019-07-30,68.949997
2019-07-31,69.077499
2019-08-01,69.404999
2019-08-02,69.297203
2019-08-05,69.656898
2019-08-06,71.519997
2019-08-07,71.230003
2019-08-08,71.1651
2019-08-09,70.470901
2019-08-12,71.035004
2019-08-13,71.58000200000002
2019-08-14,71.08000200000002
2019-08-15,71.635201
2019-08-16,71.720001
2019-08-19,71.13200400000002
2019-08-20,71.995003
2019-08-21,71.809998
2019-08-22,71.437798
2019-08-23,71.92040300000002
2019-08-26,71.502502
2019-08-27,72.160004
2019-08-28,71.535004
2019-08-29,72.084999
2019-08-30,71.680199
2019-09-02,71.729897
2019-09-03,71.962097
2019-09-04,72.459999
2019-09-05,71.955704
2019-09-06,72.220001
2019-09-09,71.66999799999998
2019-09-10,72.092499
2019-09-11,71.859001
2019-09-12,71.560097
2019-09-13,71.285004
2019-09-16,71.020699
2019-09-17,71.7491
2019-09-18,71.709999
2019-09-19,71.542503
2019-09-20,71.717499
2019-09-23,71.191597
2019-09-24,70.789597
2019-09-25,71.285004
2019-09-26,71.309998
2019-09-27,71.214996
2019-09-30,70.498703
2019-10-01,70.922501
2019-10-02,71.099998
2019-10-03,71.141602
2019-10-04,71.019997
2019-10-07,70.815002
2019-10-08,71.360001
2019-10-09,71.209999
2019-10-10,71.410004
2019-10-11,70.980003
2019-10-14,70.914001
2019-10-15,71.452499
2019-10-16,71.760002
2019-10-17,71.620003
2019-10-18,71.422501
2019-10-21,71.029999
2019-10-22,71.105003
2019-10-23,71.074997
2019-10-24,70.714996
2019-10-25,71.190002
2019-10-28,70.83000200000002
2019-10-29,70.735001
2019-10-30,70.884598
2019-10-31,70.989998
2019-11-01,70.970001
2019-11-04,70.5121
2019-11-05,71.0
2019-11-06,70.894997
2019-11-07,71.0
2019-11-08,71.376503
2019-11-11,71.376503
2019-11-12,71.57399699999998
2019-11-13,71.779999
2019-11-14,72.141502
2019-11-15,71.955803
2019-11-18,71.705803
2019-11-19,71.935097
2019-11-20,71.850998
2019-11-21,71.768204
2019-11-22,71.740501
2019-11-25,71.7826
2019-11-26,71.679497
2019-11-27,71.428398
2019-11-28,71.228104
2019-11-29,71.54740100000002
2019-12-02,71.723
2019-12-03,71.625
2019-12-04,71.959999
2019-12-05,71.480103
2019-12-06,71.385002
2019-12-09,71.28679699999998
2019-12-10,70.960197
2019-12-11,71.010002
2019-12-12,70.729301
2019-12-13,70.559898
2019-12-16,70.689003
2019-12-17,70.920502
2019-12-18,71.214996
2019-12-19,70.989899
2019-12-20,71.222702
2019-12-23,71.024002
2019-12-24,71.210701
2019-12-25,71.459999
2019-12-26,71.540001
2019-12-27,71.300301
2019-12-30,71.313004
2019-12-31,71.310997
2020-01-01,71.275803
2020-01-02,71.025002
2020-01-03,71.415001
2020-01-06,71.731003
2020-01-07,71.787003
2020-01-08,72.160004
2020-01-09,71.41190300000002
2020-01-10,71.194298
2020-01-13,70.95300300000002
2020-01-14,70.718903
2020-01-15,70.8451
2020-01-16,70.718002
2020-01-17,70.94560200000002
2020-01-20,71.03469799999998
2020-01-21,71.030998
2020-01-22,71.16999799999998
2020-01-23,71.078102
2020-01-24,71.320999
2020-01-27,71.324997
2020-01-28,71.440002
2020-01-29,71.2304
2020-01-30,71.300003
2020-01-31,71.639999
2020-02-03,71.496498
2020-02-04,71.314102
2020-02-05,71.099998
2020-02-06,71.18
2020-02-07,71.470001
2020-02-10,71.51550300000002
2020-02-11,71.279999
2020-02-12,71.275299
2020-02-13,71.296204
2020-02-14,71.268501
2020-02-17,71.514801
2020-02-18,71.349197
2020-02-19,71.574997
2020-02-20,71.827499
2020-02-21,72.110001
2020-02-24,71.886803
2020-02-25,72.0467
2020-02-26,71.870003
2020-02-27,71.663399
2020-02-28,71.93
2020-03-02,72.150002
2020-03-03,72.824997
2020-03-04,73.342003
2020-03-05,74.042503
2020-03-06,73.855103
2020-03-09,73.9953
2020-03-10,74.405998
2020-03-11,74.20500200000002
2020-03-12,74.760002
2020-03-13,75.300003
2020-03-16,73.903999
2020-03-17,75.154999
2020-03-18,74.012398
2020-03-19,74.98200200000002
2020-03-20,75.15969799999998
2020-03-23,75.622101
2020-03-24,76.505997
2020-03-25,77.260002
2020-03-26,75.845497
2020-03-27,74.725601
2020-03-30,75.464996
2020-03-31,75.400002
2020-04-01,75.324997
2020-04-02,77.57
2020-04-03,77.139999
2020-04-06,76.230003
2020-04-07,75.964897
2020-04-08,76.660004
2020-04-09,75.959
2020-04-10,76.650002
2020-04-13,76.166496
2020-04-14,76.910004
2020-04-15,75.931
2020-04-16,77.212502
2020-04-17,77.57
2020-04-20,76.559998
2020-04-21,77.209999
2020-04-22,76.969398
2020-04-23,76.400002
2020-04-24,76.422501
2020-04-27,76.2715
2020-04-28,76.186302
2020-04-29,76.464996
2020-04-30,75.258499
2020-05-01,75.720001
2020-05-04,75.600502
2020-05-05,75.849998
2020-05-06,76.16999799999998
2020-05-07,76.151299
2020-05-08,76.08000200000002
2020-05-11,75.525002
2020-05-12,76.309998
2020-05-13,75.68
2020-05-14,75.426201
2020-05-15,75.485001
2020-05-18,75.82
2020-05-19,75.600098
2020-05-20,76.0
2020-05-21,75.779999
2020-05-22,75.625
2020-05-25,75.985001
2020-05-26,76.110001
2020-05-27,75.82
2020-05-28,76.129997
2020-05-29,75.959999
2020-06-01,75.513199
2020-06-02,75.730003
2020-06-03,75.065804
2020-06-04,75.54499799999998
2020-06-05,75.490898
2020-06-08,75.5177
2020-06-09,75.625
2020-06-10,75.509804
2020-06-11,75.875
2020-06-12,76.389999
2020-06-15,75.956802
2020-06-16,75.977997
2020-06-17,76.654999
2020-06-18,76.550003
2020-06-19,76.400398
2020-06-22,76.252098
2020-06-23,75.789803
2020-06-24,75.607803
2020-06-25,75.970001
2020-06-26,75.539803
2020-06-29,75.61979699999998
2020-06-30,75.699997
2020-07-01,75.75
2020-07-02,75.454903
2020-07-03,74.721001
2020-07-06,74.679298
2020-07-07,74.607597
2020-07-08,75.125
2020-07-09,74.939903
2020-07-10,75.339996
2020-07-13,75.158501
2020-07-14,75.449997
2020-07-15,75.574997
2020-07-16,75.124901
2020-07-17,75.1745
2020-07-20,74.897301
2020-07-21,74.989998
2020-07-22,74.769997
2020-07-23,74.82
2020-07-24,74.80729699999998
2020-07-27,74.759804
2020-07-28,75.0
2020-07-29,75.089996
2020-07-30,74.8312
2020-07-31,74.989998
2020-08-03,74.917801
2020-08-04,75.33000200000002
2020-08-05,75.25
2020-08-06,74.882202
2020-08-07,74.899803
2020-08-10,75.024803
2020-08-11,75.099998
2020-08-12,74.900002
2020-08-13,74.772102
2020-08-14,75.029999
2020-08-17,74.90280200000002
2020-08-18,75.0
2020-08-19,74.79499799999998
2020-08-20,74.966797
2020-08-21,74.999901
2020-08-24,74.921799
2020-08-25,74.400002
2020-08-26,74.452499
2020-08-27,74.24009699999998
2020-08-28,73.774498
2020-08-31,73.128304
2020-09-01,73.66999799999998
2020-09-02,73.269997
2020-09-03,73.248497
2020-09-04,73.44789899999998
2020-09-07,73.29029799999998
2020-09-08,73.650002
2020-09-09,73.78679699999998
2020-09-10,73.550003
2020-09-11,73.527298
2020-09-14,73.4786
2020-09-15,73.614998
2020-09-16,73.800003
2020-09-17,73.550697
2020-09-18,73.583603
2020-09-21,73.534798
2020-09-22,73.579803
2020-09-23,73.502998
2020-09-24,73.778397
2020-09-25,73.682404
2020-09-28,73.699303
2020-09-29,73.974998
2020-09-30,73.845001
2020-10-01,73.70500200000002
2020-10-02,73.217003
2020-10-05,73.32240300000002
2020-10-06,73.108299
2020-10-07,73.815002
2020-10-08,73.542503
2020-10-09,73.280502
2020-10-12,73.014801
2020-10-13,73.3508
2020-10-14,73.620003
2020-10-15,73.296204
2020-10-16,73.371002
2020-10-19,73.443802
2020-10-20,73.574997
2020-10-21,73.647499
2020-10-22,73.681297
2020-10-23,73.720001
2020-10-26,73.82289899999998
2020-10-27,73.948502
2020-10-28,73.805
2020-10-29,74.440002
2020-10-30,74.264
2020-11-02,74.550499
2020-11-03,74.456802
2020-11-04,74.655602
2020-11-05,74.379997
2020-11-06,74.120003
2020-11-09,73.97979699999998
2020-11-10,73.953201
2020-11-11,74.281601
2020-11-12,74.57
2020-11-13,74.864998
2020-11-16,74.487701
2020-11-17,74.418098
2020-11-18,74.479698
2020-11-19,74.41999799999998
2020-11-20,74.099602
2020-11-23,74.162399
2020-11-24,74.244904
2020-11-25,73.9608
2020-11-26,73.7799
2020-11-27,74.048798
2020-11-30,73.940903
2020-12-01,74.0252
2020-12-02,73.654999
2020-12-03,73.662598
2020-12-04,73.864899
2020-12-07,73.79029799999998
2020-12-08,74.019997
2020-12-09,73.72640200000002
2020-12-10,73.934998
2020-12-11,73.7267
2020-12-14,73.737999
2020-12-15,73.860001
2020-12-16,73.759804
2020-12-17,73.6166
2020-12-18,73.5298
2020-12-21,73.6036
2020-12-22,73.935303
2020-12-23,74.269997
2020-12-24,73.839798
2020-12-25,73.5578
2020-12-28,73.689003
2020-12-29,73.544899
2020-12-30,73.453598
2020-12-31,73.134003
2021-01-01,73.089203
2021-01-04,73.092003
2021-01-05,73.32
2021-01-06,73.374802
2021-01-07,73.360001
2021-01-08,73.445999
2021-01-11,73.373398
2021-01-12,73.51349599999998
2021-01-13,73.165001
2021-01-14,73.169899
2021-01-15,73.087601
2021-01-18,73.158997
2021-01-19,73.188698
2021-01-20,73.191902
2021-01-21,72.910896
2021-01-22,72.954903
2021-01-25,72.995903
2021-01-26,72.970001
2021-01-27,72.91999799999998
2021-01-28,73.037102
2021-01-29,72.938797
2021-02-01,72.906601
2021-02-02,73.11979699999998
2021-02-03,72.916298
2021-02-04,72.858002
2021-02-05,72.945702
2021-02-08,72.784798
2021-02-09,72.929901
2021-02-10,72.854897
2021-02-11,72.80729699999998
2021-02-12,72.709503
2021-02-15,72.594803
2021-02-16,72.638702
2021-02-17,72.934998
2021-02-18,72.797302
2021-02-19,72.6054
2021-02-22,72.553001
2021-02-23,72.444
2021-02-24,72.376999
2021-02-25,72.400002
2021-02-26,73.150902
2021-03-01,73.595901
2021-03-02,73.309402
2021-03-03,73.277496
2021-03-04,72.88069899999998
2021-03-05,73.131798
2021-03-08,73.1334
2021-03-09,73.33000200000002
2021-03-10,72.775902
2021-03-11,72.706001
2021-03-12,72.639
2021-03-15,72.682999
2021-03-16,72.515297
2021-03-17,72.515602
2021-03-18,72.295601
2021-03-19,72.6688
2021-03-22,72.404999
2021-03-23,72.380501
2021-03-24,72.61219799999998
2021-03-25,72.645599
2021-03-26,72.612801
2021-03-29,72.447197
2021-03-30,72.74189799999998
2021-03-31,73.445297
2021-04-01,73.203499
2021-04-02,73.2873
2021-04-05,73.375999
2021-04-06,73.279503
2021-04-07,73.489998
2021-04-08,74.40149699999998
2021-04-09,74.54450200000002
2021-04-12,74.7295
2021-04-13,74.990997
2021-04-14,75.181503
2021-04-15,75.0261
2021-04-16,74.727402
2021-04-19,74.563202
2021-04-20,74.878197
2021-04-21,75.449203
2021-04-22,75.429497
2021-04-23,75.091698
2021-04-26,74.868103
2021-04-27,74.814903
2021-04-28,74.574997
2021-04-29,74.311798
2021-04-30,74.105797
2021-05-03,74.094803
2021-05-04,73.837502
2021-05-05,73.7789
2021-05-06,73.7994
2021-05-07,73.615196
2021-05-10,73.29029799999998
2021-05-11,73.5
2021-05-12,73.375099
2021-05-13,73.681602
2021-05-14,73.444901
2021-05-17,73.2789
2021-05-18,73.269699
2021-05-19,73.128197
2021-05-20,73.2229
2021-05-21,73.021896
2021-05-24,72.909798
2021-05-25,72.836601
2021-05-26,72.804901
2021-05-27,72.672501
2021-05-28,72.682999
2021-05-31,72.393501
2021-06-01,72.48719799999998
2021-06-02,72.855003
2021-06-03,72.965103
2021-06-04,73.044197
2021-06-07,72.90969799999998
2021-06-08,72.809402
2021-06-09,72.97530400000002
2021-06-10,72.985298
2021-06-11,73.012299
2021-06-14,73.23159799999998
2021-06-15,73.180801
2021-06-16,73.34470400000002
2021-06-17,73.824097
2021-06-18,74.253899
2021-06-21,74.143898
2021-06-22,74.135201
2021-06-23,74.332199
2021-06-24,74.246902
2021-06-25,74.1903
2021-06-28,74.212997
2021-06-29,74.2854
2021-06-30,74.287598
2021-07-01,74.371002
2021-07-02,74.54499799999998
2021-07-05,74.481796
2021-07-06,74.317802
2021-07-07,74.762901
2021-07-08,74.821899
2021-07-09,74.721397
2021-07-12,74.490501
2021-07-13,74.541702
2021-07-14,74.659103
2021-07-15,74.469101
2021-07-16,74.537003
2021-07-19,74.631798
2021-07-20,74.993401
2021-07-21,74.527
2021-07-22,74.440201
2021-07-23,74.452003
2021-07-26,74.448898
2021-07-27,74.289497
2021-07-28,74.502296
2021-07-29,74.389999
2021-07-30,74.251999
2021-08-02,74.379097
2021-08-03,74.332001
2021-08-04,74.214401
2021-08-05,74.183998
2021-08-06,74.082001
2021-08-09,74.49140200000002
2021-08-10,74.466202
2021-08-11,74.435501
2021-08-12,74.102997
2021-08-13,74.260101
2021-08-16,74.216797
2021-08-17,74.135002
2021-08-18,74.364502
2021-08-19,74.269798
2021-08-20,74.429298
2021-08-23,74.301498
2021-08-24,74.10590400000002
2021-08-25,74.144798
2021-08-26,74.099998
2021-08-27,74.155998
2021-08-30,73.496597
2021-08-31,73.411201
2021-09-01,72.996696
2021-09-02,72.9851
2021-09-03,73.054298
2021-09-06,72.994499
2021-09-07,73.110001
2021-09-08,73.390404
2021-09-09,73.789001
2021-09-10,73.538002
2021-09-13,73.5243
2021-09-14,73.540802
2021-09-15,73.650803
2021-09-16,73.438004
2021-09-17,73.564903
2021-09-20,73.69609799999998
2021-09-21,73.658997
2021-09-22,73.792702
2021-09-23,73.874901
2021-09-24,73.839996
2021-09-27,73.81289699999998
2021-09-28,73.82530200000002
2021-09-29,74.1633
2021-09-30,74.321999
2021-10-01,74.254402
2021-10-04,74.1521
2021-10-05,74.5728
2021-10-06,74.563202
2021-10-07,74.760002
2021-10-08,74.83000200000002
2021-10-11,75.305801
2021-10-12,75.402603
2021-10-13,75.483902
2021-10-14,75.306297
2021-10-15,74.995003
2021-10-18,75.005898
2021-10-19,75.235497
2021-10-20,75.120102
2021-10-21,74.809196
2021-10-22,74.865402
2021-10-25,74.993698
2021-10-26,75.089897
2021-10-27,74.888901
2021-10-28,75.050003
2021-10-29,74.797203
2021-11-01,74.928299
2021-11-02,74.829903
2021-11-03,74.711998
2021-11-04,74.435501
2021-11-05,74.478104
2021-11-08,74.191101
2021-11-09,73.918503
2021-11-10,74.174797
2021-11-11,74.4049
2021-11-12,74.322098
2021-11-15,74.339996
2021-11-16,74.435097
2021-11-17,74.458603
2021-11-18,74.259804
2021-11-19,74.1744
2021-11-22,74.30259699999998
2021-11-23,74.429802
2021-11-24,74.446999
2021-11-25,74.625
2021-11-26,74.505798
2021-11-29,74.98159799999998
2021-11-30,75.054901
2021-12-01,75.050903
2021-12-02,75.017899
2021-12-03,74.983498
2021-12-06,75.234001
2021-12-07,75.391296
2021-12-08,75.4086
2021-12-09,75.383301
2021-12-10,75.599197
2021-12-13,75.709999
2021-12-14,75.826897
2021-12-15,76.047203
2021-12-16,76.211403
2021-12-17,76.167503
2021-12-20,76.005997
2021-12-21,75.758698
2021-12-22,75.686401
2021-12-23,75.458504
2021-12-24,75.067398
2021-12-27,75.315002
2021-12-28,74.980301
2021-12-29,74.745003
2021-12-30,74.570297
2021-12-31,74.431198
2022-01-03,74.513802
2022-01-04,74.403297
2022-01-05,74.534897
2022-01-06,74.430099
2022-01-07,74.419296
2022-01-10,74.269997
2022-01-11,74.056999
2022-01-12,73.8153
2022-01-13,73.799103
2022-01-14,73.972298
2022-01-17,74.378998
2022-01-18,74.255096
2022-01-19,74.619698
2022-01-20,74.449203
2022-01-21,74.452202
2022-01-24,74.4132
2022-01-25,74.644798
2022-01-26,74.779999
2022-01-27,74.894997
2022-01-28,75.20929699999998
2022-01-31,75.039001
2022-02-01,74.555801
2022-02-02,74.745499
2022-02-03,74.82240300000002
2022-02-04,74.643898
2022-02-07,74.642197
2022-02-08,74.658302
2022-02-09,74.695198
2022-02-10,74.808899
2022-02-11,75.538399
2022-02-14,75.341003
2022-02-15,75.685402
2022-02-16,75.174797
2022-02-17,75.042
2022-02-18,75.063004
2022-02-21,74.682404
2022-02-22,74.516998
2022-02-23,74.623001
2022-02-24,74.633003
2022-02-25,75.408302
2022-02-28,75.068001
2022-03-01,75.284798
2022-03-02,75.801201
2022-03-03,75.630997
2022-03-04,75.891701
2022-03-07,76.417999
2022-03-08,77.080803
2022-03-09,76.914497
2022-03-10,76.13490300000002
2022-03-11,76.310303
2022-03-14,76.7537
2022-03-15,76.49009699999998
2022-03-16,76.2659
2022-03-17,76.0242
2022-03-18,75.98159799999998
2022-03-21,75.946404
2022-03-22,76.307098
2022-03-23,76.10189799999998
2022-03-24,76.552399
2022-03-25,76.323502
2022-03-28,76.278503
2022-03-29,76.034103
2022-03-30,75.666702
2022-03-31,75.827797
2022-04-01,75.909203
2022-04-04,75.99479699999998
2022-04-05,75.477997
2022-04-06,75.450699
2022-04-07,75.945099
2022-04-08,75.9132
2022-04-11,75.91729699999998
2022-04-12,75.836998
2022-04-13,76.149803
2022-04-14,76.121696
2022-04-15,76.3088
2022-04-18,76.331398
2022-04-19,76.280197
2022-04-20,76.445396
2022-04-21,76.276199
2022-04-22,76.285202
2022-04-25,76.46350100000002
2022-04-26,76.52780200000002
2022-04-27,76.79409799999998
2022-04-28,76.47219799999998
2022-04-29,76.58899699999998
2022-05-02,76.52310200000002
2022-05-03,76.524101
2022-05-04,76.4673
2022-05-05,76.001602
2022-05-06,76.541801
2022-05-09,76.957497
2022-05-10,77.365501
2022-05-11,77.2714
2022-05-12,77.41840400000002
2022-05-13,77.443802
2022-05-16,77.486298
2022-05-17,77.805397
2022-05-18,77.372398
