State Name,District Name,Market Name,Variety,Group,Arrivals (Tonnes),Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Reported Date,Date
West Bengal,Kolkata,Mechua,Other,Fruits,37.9,2100,3300,2700,01 Sep 2021,2021-09-01
West Bengal,Kolkata,Mechua,Other,Fruits,38.9,2100,3300,2800,02 Sep 2021,2021-09-02
West Bengal,Kolkata,Mechua,Other,Fruits,37.9,2200,3300,2800,03 Sep 2021,2021-09-03
West Bengal,Kolkata,Mechua,Other,Fruits,35.9,2100,3300,2700,04 Sep 2021,2021-09-04
West Bengal,Kolkata,Mechua,Other,Fruits,38.9,2100,3300,2700,06 Sep 2021,2021-09-06
West Bengal,Kolkata,Mechua,Other,Fruits,38.6,2100,3300,2700,07 Sep 2021,2021-09-07
West Bengal,Kolkata,Mechua,Other,Fruits,37.9,2100,3300,2800,08 Sep 2021,2021-09-08
West Bengal,Kolkata,Mechua,Other,Fruits,37.8,2100,3300,2800,09 Sep 2021,2021-09-09
West Bengal,Kolkata,Mechua,Other,Fruits,36.7,2000,3200,2700,10 Sep 2021,2021-09-10
West Bengal,Kolkata,Mechua,Other,Fruits,37.6,2100,3200,2700,11 Sep 2021,2021-09-11
West Bengal,Kolkata,Mechua,Other,Fruits,38.9,2200,3300,2800,12 Sep 2021,2021-09-12
West Bengal,Kolkata,Mechua,Other,Fruits,37.9,2100,3100,2700,13 Sep 2021,2021-09-13
West Bengal,Kolkata,Mechua,Other,Fruits,35.9,2000,3100,2700,14 Sep 2021,2021-09-14
West Bengal,Kolkata,Mechua,Other,Fruits,36.8,2100,3200,2700,15 Sep 2021,2021-09-15
West Bengal,Kolkata,Mechua,Other,Fruits,36.9,2100,3000,2600,28 Sep 2021,2021-09-28
West Bengal,Darjeeling,Siliguri,Other,Fruits,37.0,2200,2600,2400,29 Sep 2021,2021-09-29
West Bengal,Darjeeling,Siliguri,Other,Fruits,36.0,2200,2600,2400,30 Sep 2021,2021-09-30
West Bengal,Kolkata,Mechua,Other,Fruits,38.7,2000,3200,2700,30 Sep 2021,2021-09-30
West Bengal,Darjeeling,Siliguri,Other,Fruits,41.0,2000,2400,2200,01 Jan 2022,2022-01-01 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.7,2200,3300,2700,02 Jan 2022,2022-01-02 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,42.0,2000,2400,2200,03 Jan 2022,2022-01-03 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,37.5,2300,3300,2800,03 Jan 2022,2022-01-03 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,43.0,2000,2400,2200,04 Jan 2022,2022-01-04 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,44.0,1800,2200,2000,05 Jan 2022,2022-01-05 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.7,2400,3400,2800,06 Jan 2022,2022-01-06 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,45.0,1800,2200,2000,06 Jan 2022,2022-01-06 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.5,2300,3300,2800,07 Jan 2022,2022-01-07 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,35.9,2100,3300,2700,08 Jan 2022,2022-01-08 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,42.0,2000,2400,2200,08 Jan 2022,2022-01-08 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,41.0,2000,2400,2200,10 Jan 2022,2022-01-10 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.7,2300,3300,2800,10 Jan 2022,2022-01-10 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.4,2300,3300,2700,11 Jan 2022,2022-01-11 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,42.0,1800,2200,2000,11 Jan 2022,2022-01-11 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.7,2300,3300,2800,12 Jan 2022,2022-01-12 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,41.0,1800,2200,2000,12 Jan 2022,2022-01-12 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.5,2300,3300,2800,13 Jan 2022,2022-01-13 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,42.0,1800,2200,2000,13 Jan 2022,2022-01-13 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.4,2300,3400,2800,14 Jan 2022,2022-01-14 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,43.0,1800,2200,2000,14 Jan 2022,2022-01-14 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,44.0,1800,2200,2000,15 Jan 2022,2022-01-15 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.6,2300,3300,2800,16 Jan 2022,2022-01-16 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,45.0,1800,2200,2000,17 Jan 2022,2022-01-17 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,46.0,1800,2200,2000,18 Jan 2022,2022-01-18 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,45.0,1800,2200,2000,19 Jan 2022,2022-01-19 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,46.0,1800,2200,2000,20 Jan 2022,2022-01-20 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,44.0,1800,2200,2000,21 Jan 2022,2022-01-21 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,45.0,1800,2200,2000,22 Jan 2022,2022-01-22 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.4,2300,3300,2800,23 Jan 2022,2022-01-23 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,46.0,1800,2200,2000,24 Jan 2022,2022-01-24 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,36.9,2300,3300,2700,24 Jan 2022,2022-01-24 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,45.0,1800,2200,2000,25 Jan 2022,2022-01-25 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.7,2300,3300,2800,25 Jan 2022,2022-01-25 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,42.0,1800,2200,2000,26 Jan 2022,2022-01-26 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,32.9,2200,3200,2700,26 Jan 2022,2022-01-26 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.7,2300,3300,2700,27 Jan 2022,2022-01-27 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,44.0,1800,2200,2000,27 Jan 2022,2022-01-27 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,45.0,1800,2200,2000,28 Jan 2022,2022-01-28 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,38.4,2300,3300,2700,28 Jan 2022,2022-01-28 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,38.3,2300,3300,2800,29 Jan 2022,2022-01-29 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,43.0,1800,2200,2000,29 Jan 2022,2022-01-29 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,44.0,1800,2200,2000,31 Jan 2022,2022-01-31 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.7,2300,3300,2700,31 Jan 2022,2022-01-31 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.6,2200,3400,2800,01 Feb 2022,2022-02-01 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,45.0,1800,2200,2000,01 Feb 2022,2022-02-01 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,46.0,1800,2200,2000,02 Feb 2022,2022-02-02 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.7,2100,3400,2700,02 Feb 2022,2022-02-02 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.8,2200,3300,2700,03 Feb 2022,2022-02-03 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,45.0,1800,2200,2000,03 Feb 2022,2022-02-03 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.2,2300,3300,2700,04 Feb 2022,2022-02-04 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.1,2300,3300,2800,05 Feb 2022,2022-02-05 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,46.0,1800,2200,2000,07 Feb 2022,2022-02-07 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,42.0,1800,2200,2000,08 Feb 2022,2022-02-08 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,43.0,1800,2200,2000,09 Feb 2022,2022-02-09 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.4,2300,3300,2800,09 Feb 2022,2022-02-09 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,38.7,2200,3300,2700,10 Feb 2022,2022-02-10 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,44.0,1800,2200,2000,10 Feb 2022,2022-02-10 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,45.0,1800,2200,2000,11 Feb 2022,2022-02-11 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.4,2200,3300,2700,12 Feb 2022,2022-02-12 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.7,2200,3300,2800,14 Feb 2022,2022-02-14 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,43.0,1800,2200,2000,14 Feb 2022,2022-02-14 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.1,2300,3400,2700,15 Feb 2022,2022-02-15 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,44.0,1800,2200,2000,15 Feb 2022,2022-02-15 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,38.9,2200,3300,2700,16 Feb 2022,2022-02-16 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,45.0,1800,2200,2000,16 Feb 2022,2022-02-16 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.7,2300,3300,2800,17 Feb 2022,2022-02-17 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,44.0,1800,2200,2000,17 Feb 2022,2022-02-17 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,45.0,1800,2200,2000,18 Feb 2022,2022-02-18 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.1,2300,3300,2800,19 Feb 2022,2022-02-19 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,43.0,1800,2200,2000,19 Feb 2022,2022-02-19 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,32.9,2300,3300,2800,20 Feb 2022,2022-02-20 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.9,2300,3200,2800,21 Feb 2022,2022-02-21 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,44.0,1800,2200,2000,21 Feb 2022,2022-02-21 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,45.0,1800,2200,2000,22 Feb 2022,2022-02-22 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.2,2300,3300,2800,22 Feb 2022,2022-02-22 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,44.0,1800,2200,2000,23 Feb 2022,2022-02-23 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,38.9,2200,3300,2700,23 Feb 2022,2022-02-23 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.2,2200,3300,2800,24 Feb 2022,2022-02-24 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,43.0,1800,2200,2000,24 Feb 2022,2022-02-24 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.4,2100,3300,2700,25 Feb 2022,2022-02-25 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,42.0,1800,2200,2000,25 Feb 2022,2022-02-25 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,37.3,2300,3300,2800,26 Feb 2022,2022-02-26 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,41.0,1800,2200,2000,26 Feb 2022,2022-02-26 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,42.0,1800,2200,2000,28 Feb 2022,2022-02-28 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.2,2300,3300,2700,28 Feb 2022,2022-02-28 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,38.0,1800,2200,2000,01 Mar 2022,2022-03-01 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.7,2200,3300,2700,01 Mar 2022,2022-03-01 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,37.0,1800,2200,2000,02 Mar 2022,2022-03-02 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.3,2300,3300,2800,02 Mar 2022,2022-03-02 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,39.0,1800,2200,2000,03 Mar 2022,2022-03-03 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,38.5,2300,3300,2800,03 Mar 2022,2022-03-03 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,41.0,1800,2200,2000,04 Mar 2022,2022-03-04 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.3,2300,3300,2700,04 Mar 2022,2022-03-04 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,37.3,2300,3300,2700,05 Mar 2022,2022-03-05 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,38.0,1800,2200,2000,05 Mar 2022,2022-03-05 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.4,2300,3300,2800,07 Mar 2022,2022-03-07 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,41.0,1800,2200,2000,07 Mar 2022,2022-03-07 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,42.0,1800,2200,2000,08 Mar 2022,2022-03-08 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,32.9,2300,3300,2800,08 Mar 2022,2022-03-08 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.4,2200,3200,2700,09 Mar 2022,2022-03-09 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,43.0,1800,2200,2000,09 Mar 2022,2022-03-09 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,44.0,1800,2200,2000,10 Mar 2022,2022-03-10 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.6,2300,3300,2800,11 Mar 2022,2022-03-11 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,45.0,1800,2200,2000,11 Mar 2022,2022-03-11 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,43.0,1800,2200,2000,12 Mar 2022,2022-03-12 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.4,2300,3300,2700,12 Mar 2022,2022-03-12 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,35.9,2300,3300,2700,14 Mar 2022,2022-03-14 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,44.0,1800,2200,2000,14 Mar 2022,2022-03-14 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.7,2300,3200,2700,15 Mar 2022,2022-03-15 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,45.0,1800,2200,2000,15 Mar 2022,2022-03-15 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,46.0,1800,2200,2000,16 Mar 2022,2022-03-16 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,45.0,1800,2200,2000,17 Mar 2022,2022-03-17 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,46.0,1800,2200,2000,21 Mar 2022,2022-03-21 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,45.0,1800,2200,2000,22 Mar 2022,2022-03-22 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.4,2300,3300,2700,23 Mar 2022,2022-03-23 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,43.0,1800,2200,2000,23 Mar 2022,2022-03-23 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.3,2300,3300,2700,24 Mar 2022,2022-03-24 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,44.0,1800,2200,2000,24 Mar 2022,2022-03-24 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,38.3,2300,3200,2700,25 Mar 2022,2022-03-25 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,43.0,1800,2200,2000,25 Mar 2022,2022-03-25 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,41.0,1800,2200,2000,26 Mar 2022,2022-03-26 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.3,2300,3300,2700,27 Mar 2022,2022-03-27 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,42.0,1800,2200,2000,28 Mar 2022,2022-03-28 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.7,2300,3300,2700,28 Mar 2022,2022-03-28 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,43.0,1800,2200,2000,29 Mar 2022,2022-03-29 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.4,2300,3400,2800,29 Mar 2022,2022-03-29 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,37.9,2200,3400,2800,30 Mar 2022,2022-03-30 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,41.0,2000,2400,2200,30 Mar 2022,2022-03-30 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,42.0,2000,2400,2200,31 Mar 2022,2022-03-31 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,36.9,2300,3300,2700,31 Mar 2022,2022-03-31 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,38.6,2300,3300,2800,01 Apr 2022,2022-04-01 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.7,2300,3400,2800,02 Apr 2022,2022-04-02 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.6,2300,3300,2700,04 Apr 2022,2022-04-04 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,37.4,2500,3400,2800,05 Apr 2022,2022-04-05 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,38.0,2000,2400,2200,05 Apr 2022,2022-04-05 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,39.0,2000,2400,2200,06 Apr 2022,2022-04-06 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.6,2300,3400,2800,06 Apr 2022,2022-04-06 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,41.0,2000,2400,2200,07 Apr 2022,2022-04-07 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,38.0,2000,2400,2200,11 Apr 2022,2022-04-11 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,39.0,2000,2400,2200,12 Apr 2022,2022-04-12 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,41.0,2200,2800,2400,13 Apr 2022,2022-04-13 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.3,2300,3400,2800,13 Apr 2022,2022-04-13 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.7,2200,3400,2700,16 Apr 2022,2022-04-16 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,38.0,2400,3000,2600,16 Apr 2022,2022-04-16 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,37.0,2400,3000,2600,17 Apr 2022,2022-04-17 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.3,2300,3400,2700,18 Apr 2022,2022-04-18 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,39.0,2200,2600,2400,18 Apr 2022,2022-04-18 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,40.0,3000,3500,3200,19 Apr 2022,2022-04-19 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.7,2300,3300,2800,20 Apr 2022,2022-04-20 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,41.0,3000,3500,3200,20 Apr 2022,2022-04-20 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,38.7,2300,3500,2800,21 Apr 2022,2022-04-21 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,42.0,3000,3500,3200,21 Apr 2022,2022-04-21 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,41.0,3000,3500,3200,22 Apr 2022,2022-04-22 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,37.9,2300,3300,2800,22 Apr 2022,2022-04-22 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,39.0,3000,4000,3500,23 Apr 2022,2022-04-23 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.5,2300,3400,2800,24 Apr 2022,2022-04-24 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,38.0,3000,4000,3500,25 Apr 2022,2022-04-25 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.3,2300,3400,2800,25 Apr 2022,2022-04-25 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,39.0,3000,4000,3500,26 Apr 2022,2022-04-26 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.7,2300,3500,2800,26 Apr 2022,2022-04-26 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,38.0,3000,4000,3500,27 Apr 2022,2022-04-27 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,39.0,2500,3500,3000,28 Apr 2022,2022-04-28 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,41.0,2500,3500,3000,29 Apr 2022,2022-04-29 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.3,2300,3400,2800,29 Apr 2022,2022-04-29 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,42.0,2500,3500,3000,30 Apr 2022,2022-04-30 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,38.5,2300,3500,2800,30 Apr 2022,2022-04-30 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,43.0,2500,3500,3000,02 May 2022,2022-05-02 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,41.0,2200,2600,2400,03 May 2022,2022-05-03 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,38.4,2300,3300,2800,03 May 2022,2022-05-03 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,42.0,2200,2600,2400,04 May 2022,2022-05-04 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.4,2300,3400,2800,04 May 2022,2022-05-04 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,43.0,2200,2600,2400,05 May 2022,2022-05-05 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.2,2400,3500,2800,05 May 2022,2022-05-05 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,42.0,2200,2600,2400,06 May 2022,2022-05-06 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,41.0,2200,2600,2400,07 May 2022,2022-05-07 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,42.0,2200,2600,2400,09 May 2022,2022-05-09 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.6,2300,3400,2800,09 May 2022,2022-05-09 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,43.0,2200,2600,2400,10 May 2022,2022-05-10 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.5,2300,3400,2800,10 May 2022,2022-05-10 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,37.4,2300,3400,2700,11 May 2022,2022-05-11 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,42.0,2200,2600,2400,11 May 2022,2022-05-11 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,43.0,2000,2400,2200,12 May 2022,2022-05-12 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.3,2300,3400,2700,12 May 2022,2022-05-12 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,44.0,2000,2400,2200,13 May 2022,2022-05-13 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.6,2300,3400,2900,16 May 2022,2022-05-16 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,41.0,2000,2400,2200,16 May 2022,2022-05-16 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.4,2300,3400,2800,17 May 2022,2022-05-17 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,42.0,2000,2400,2200,17 May 2022,2022-05-17 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,37.9,2300,3400,2800,18 May 2022,2022-05-18 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,43.0,2000,2400,2200,18 May 2022,2022-05-18 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,44.0,2000,2400,2200,19 May 2022,2022-05-19 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,45.0,2000,2400,2200,20 May 2022,2022-05-20 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.7,2300,3400,2800,21 May 2022,2022-05-21 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.4,2300,3400,2800,22 May 2022,2022-05-22 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,36.9,2300,3400,2800,23 May 2022,2022-05-23 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,42.0,2000,2400,2200,23 May 2022,2022-05-23 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,43.0,2000,2400,2200,24 May 2022,2022-05-24 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.7,2300,3500,2900,24 May 2022,2022-05-24 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,38.4,2400,3400,2800,25 May 2022,2022-05-25 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,44.0,2000,2400,2200,25 May 2022,2022-05-25 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,45.0,2000,2400,2200,26 May 2022,2022-05-26 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.3,2300,3400,2800,26 May 2022,2022-05-26 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,44.0,2000,2400,2200,27 May 2022,2022-05-27 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.4,2300,3400,2800,27 May 2022,2022-05-27 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,37.4,2400,3300,2800,28 May 2022,2022-05-28 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,42.0,2000,2400,2200,28 May 2022,2022-05-28 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,43.0,2000,2400,2200,30 May 2022,2022-05-30 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.3,2300,3400,2800,30 May 2022,2022-05-30 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,44.0,2000,2400,2200,31 May 2022,2022-05-31 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,37.6,2300,3400,2800,31 May 2022,2022-05-31 00:00:00
West Bengal,Kolkata,Mechua,Other,Fruits,39.4,2300,3400,2800,01 Jun 2022,2022-06-01 00:00:00
West Bengal,Darjeeling,Siliguri,Other,Fruits,45.0,2000,2400,2200,03 Jun 2022,2022-06-03 00:00:00
